Date,Open,High,Low,Close,Volume,volume_outlier,volume_zero_flag,days_since_prev,gap_flag
2018-11-13,5754.59814453125,5850.376953125,5747.53076171875,5835.1982421875,58918000,False,False,1.0,False
2018-11-14,5857.72119140625,5896.8017578125,5851.79296875,5858.29296875,72751500,False,False,1.0,False
2018-11-15,5885.216796875,5960.39892578125,5880.212890625,5955.73583984375,60149800,False,False,1.0,False
2018-11-16,5975.11083984375,6058.8251953125,5968.673828125,6012.35009765625,61140800,False,False,1.0,False
2018-11-19,6028.3369140625,6036.98876953125,5974.134765625,6005.296875,56032100,False,False,3.0,False
2018-11-21,5942.19921875,5978.59521484375,5908.0029296875,5948.0517578125,62393500,False,False,2.0,False
2018-11-22,5936.6611328125,5997.63720703125,5936.6611328125,5990.81005859375,76590600,False,False,1.0,False
2018-11-23,5998.02783203125,6017.4580078125,5971.98876953125,6006.2021484375,62607300,False,False,1.0,False
2018-11-26,5997.73291015625,6025.9912109375,5990.98486328125,6022.77783203125,67223700,False,False,3.0,False
2018-11-27,6002.39111328125,6034.18408203125,5992.8837890625,6013.5888671875,69182000,False,False,1.0,False
2018-11-28,6027.58203125,6030.89599609375,5990.34521484375,5991.24609375,72385300,False,False,1.0,False
2018-11-29,6030.73876953125,6107.16796875,6029.6611328125,6107.16796875,71888500,False,False,1.0,False
2018-11-30,6104.63720703125,6117.19482421875,6056.1240234375,6056.1240234375,104904600,False,False,1.0,False
2018-12-03,6118.06396484375,6157.30078125,6101.7431640625,6118.31982421875,84784300,False,False,3.0,False
2018-12-04,6118.6337890625,6152.85986328125,6118.46923828125,6152.85986328125,65189800,False,False,1.0,False
2018-12-05,6097.64404296875,6133.1201171875,6064.83203125,6133.1201171875,67897200,False,False,1.0,False
2018-12-06,6095.0068359375,6131.6318359375,6086.1318359375,6115.4931640625,65929300,False,False,1.0,False
2018-12-07,6108.9501953125,6141.47021484375,6103.1767578125,6126.35595703125,66079200,False,False,1.0,False
2018-12-10,6103.09716796875,6121.78076171875,6078.6318359375,6111.35986328125,56866400,False,False,3.0,False
2018-12-11,6095.34912109375,6106.98486328125,6069.1611328125,6076.5869140625,71781900,False,False,1.0,False
2018-12-12,6097.73095703125,6118.22607421875,6084.3388671875,6115.5771484375,79263500,False,False,1.0,False
2018-12-13,6140.8759765625,6186.046875,6139.33203125,6177.72021484375,82093700,False,False,1.0,False
2018-12-14,6178.56689453125,6185.47998046875,6160.35205078125,6169.8427734375,61924800,False,False,1.0,False
2018-12-17,6163.6279296875,6174.22021484375,6089.30517578125,6089.30517578125,61873200,False,False,3.0,False
2018-12-18,6056.23291015625,6081.8671875,6014.794921875,6081.8671875,60526100,False,False,1.0,False
2018-12-19,6076.294921875,6176.09423828125,6076.22119140625,6176.09423828125,82872200,False,False,1.0,False
2018-12-20,6144.93603515625,6160.4130859375,6112.05517578125,6147.8759765625,64812900,False,False,1.0,False
2018-12-21,6117.8359375,6165.2841796875,6110.60986328125,6163.59619140625,59446800,False,False,1.0,False
2018-12-26,6126.65283203125,6144.60498046875,6094.412109375,6127.85009765625,53220400,False,False,5.0,True
2018-12-27,6173.51806640625,6191.703125,6157.65283203125,6190.64306640625,65545500,False,False,1.0,False
2018-12-28,6200.296875,6212.125,6176.630859375,6194.498046875,69954900,False,False,1.0,False
2019-01-02,6197.87109375,6205.89501953125,6164.833984375,6181.1748046875,52797800,False,False,5.0,True
2019-01-03,6176.15185546875,6221.009765625,6176.15185546875,6221.009765625,72166700,False,False,1.0,False
2019-01-04,6211.09619140625,6274.5400390625,6200.85400390625,6274.5400390625,80858100,False,False,1.0,False
2019-01-07,6317.6259765625,6354.7578125,6287.22412109375,6287.22412109375,90278300,False,False,3.0,False
2019-01-08,6292.26318359375,6316.240234375,6251.3759765625,6262.84716796875,90537400,False,False,1.0,False
2019-01-09,6296.115234375,6311.5791015625,6265.326171875,6272.23779296875,105604200,False,False,1.0,False
2019-01-10,6293.9580078125,6328.7138671875,6268.5078125,6328.7138671875,122462300,False,False,1.0,False
2019-01-11,6347.97314453125,6361.46484375,6337.5478515625,6361.46484375,78112000,False,False,1.0,False
2019-01-14,6351.3291015625,6359.875,6302.39599609375,6336.1162109375,79731000,False,False,3.0,False
2019-01-15,6347.10107421875,6408.7841796875,6333.64404296875,6408.7841796875,95139900,False,False,1.0,False
2019-01-16,6417.130859375,6425.94091796875,6385.58984375,6413.35986328125,104252800,False,False,1.0,False
2019-01-17,6421.4072265625,6457.73486328125,6410.9501953125,6423.77978515625,99214400,False,False,1.0,False
2019-01-18,6444.212890625,6452.55810546875,6409.09521484375,6448.15576171875,77604300,False,False,1.0,False
2019-01-21,6448.5361328125,6472.14990234375,6438.90087890625,6450.833984375,101769000,False,False,3.0,False
2019-01-22,6452.60400390625,6468.56201171875,6416.5927734375,6468.56201171875,100776200,False,False,1.0,False
2019-01-23,6452.90576171875,6484.19580078125,6449.919921875,6451.169921875,109468500,False,False,1.0,False
2019-01-24,6451.2568359375,6478.8837890625,6446.58203125,6466.65478515625,120391000,False,False,1.0,False
2019-01-25,6474.1591796875,6498.333984375,6470.123046875,6482.8427734375,92035400,False,False,1.0,False
2019-01-28,6488.90185546875,6501.0859375,6433.81982421875,6458.7119140625,95548600,False,False,3.0,False
2019-01-29,6454.47314453125,6485.2470703125,6428.47021484375,6436.47998046875,73064200,False,False,1.0,False
2019-01-30,6445.4091796875,6464.9267578125,6435.41796875,6464.18896484375,78683300,False,False,1.0,False
2019-01-31,6491.38916015625,6544.47900390625,6491.38916015625,6532.96923828125,104349100,False,False,1.0,False
2019-02-01,6552.05712890625,6581.73193359375,6516.43603515625,6538.63818359375,88866200,False,False,1.0,False
2019-02-04,6540.77392578125,6555.98681640625,6479.0498046875,6481.451171875,89042000,False,False,3.0,False
2019-02-06,6503.578125,6552.216796875,6503.578125,6547.876953125,106799500,False,False,2.0,False
2019-02-07,6556.115234375,6563.98193359375,6517.22509765625,6536.45703125,115112600,False,False,1.0,False
2019-02-08,6513.7431640625,6526.8662109375,6498.96484375,6521.6630859375,96579400,False,False,1.0,False
2019-02-11,6523.7021484375,6535.17822265625,6494.125,6495.001953125,94974200,False,False,3.0,False
2019-02-12,6503.05078125,6513.10205078125,6392.23681640625,6426.3251953125,118209700,False,False,1.0,False
2019-02-13,6445.17919921875,6456.57080078125,6398.89208984375,6419.1162109375,122590200,False,False,1.0,False
2019-02-14,6429.1318359375,6446.3359375,6402.43017578125,6420.01806640625,117183600,False,False,1.0,False
2019-02-15,6425.81396484375,6433.68505859375,6374.89892578125,6389.0849609375,98204900,False,False,1.0,False
2019-02-18,6428.27587890625,6501.02783203125,6425.9169921875,6497.81494140625,97765700,False,False,3.0,False
2019-02-19,6500.701171875,6534.0078125,6493.30908203125,6494.6669921875,98372900,False,False,1.0,False
2019-02-20,6521.80810546875,6552.15185546875,6483.07080078125,6512.7841796875,110588600,False,False,1.0,False
2019-02-21,6510.5732421875,6539.06787109375,6498.990234375,6537.76611328125,102022900,False,False,1.0,False
2019-02-22,6518.18798828125,6530.22021484375,6481.47509765625,6501.3779296875,101594400,False,False,1.0,False
2019-02-25,6522.31005859375,6538.4912109375,6507.9248046875,6525.35791015625,95685700,False,False,3.0,False
2019-02-26,6527.72119140625,6540.9501953125,6497.7578125,6540.9501953125,111994800,False,False,1.0,False
2019-02-27,6532.0390625,6539.28515625,6499.81494140625,6525.68310546875,89352100,False,False,1.0,False
2019-02-28,6526.93310546875,6526.93310546875,6433.244140625,6443.34814453125,100223700,False,False,1.0,False
2019-03-01,6468.6201171875,6505.09619140625,6466.1572265625,6499.8837890625,78269700,False,False,1.0,False
2019-03-04,6508.26416015625,6537.23095703125,6487.85302734375,6488.419921875,89179000,False,False,3.0,False
2019-03-05,6485.580078125,6485.64404296875,6409.337890625,6441.27978515625,82023100,False,False,1.0,False
2019-03-06,6460.80712890625,6473.01220703125,6424.2578125,6457.9560546875,91098200,False,False,1.0,False
2019-03-08,6439.8408203125,6442.2041015625,6381.73095703125,6383.06787109375,92588600,False,False,2.0,False
2019-03-11,6418.8828125,6420.7822265625,6366.0390625,6366.43408203125,97316700,False,False,3.0,False
2019-03-12,6395.880859375,6404.43017578125,6339.9677734375,6353.77392578125,84514000,False,False,1.0,False
2019-03-13,6343.12109375,6377.5751953125,6337.8740234375,6377.5751953125,100029400,False,False,1.0,False
2019-03-14,6374.9169921875,6413.26611328125,6372.96484375,6413.26611328125,96692700,False,False,1.0,False
2019-03-15,6420.18212890625,6489.19482421875,6419.64404296875,6461.18310546875,122938800,False,False,1.0,False
2019-03-18,6481.5927734375,6509.44677734375,6477.2880859375,6509.44677734375,105004500,False,False,3.0,False
2019-03-19,6515.56103515625,6522.205078125,6473.2861328125,6480.27587890625,113972800,False,False,1.0,False
2019-03-20,6486.8828125,6498.42578125,6463.94384765625,6482.7099609375,106335600,False,False,1.0,False
2019-03-21,6499.27197265625,6515.97119140625,6484.31298828125,6501.77587890625,120956200,False,False,1.0,False
2019-03-22,6510.85205078125,6525.27392578125,6491.90478515625,6525.27392578125,129537900,False,False,1.0,False
2019-03-25,6473.85595703125,6474.64794921875,6391.51904296875,6411.2509765625,105721300,False,False,3.0,False
2019-03-26,6440.916015625,6478.0478515625,6439.58203125,6469.9990234375,85932800,False,False,1.0,False
2019-03-27,6480.55712890625,6485.42578125,6443.97412109375,6444.73779296875,90444600,False,False,1.0,False
2019-03-28,6460.48681640625,6480.7880859375,6445.35888671875,6480.7880859375,92075400,False,False,1.0,False
2019-03-29,6480.98291015625,6485.958984375,6440.9169921875,6468.7548828125,102927100,False,False,1.0,False
