Price,Close,High,Low,Open,Volume
Ticker,^JKSE,^JKSE,^JKSE,^JKSE,^JKSE
Date,,,,,
2016-06-21,4878.52392578125,4889.26471853462,4868.037517654868,4873.2492288035855,51514400
2016-06-22,4896.66162109375,4899.008697785398,4876.682417610173,4876.682417610173,57228200
2016-06-23,4874.119140625,4899.306147384185,4855.861551330705,4896.6050807680795,53476900
2016-06-24,4834.380859375,4884.6049805936655,4754.172064287601,4877.856219586458,57226600
2016-06-27,4835.86328125,4846.229088182766,4795.775976455183,4803.8586692467525,38717800
2016-06-28,4881.98095703125,4890.414710933593,4835.244005877069,4835.940756112618,47765500
2016-06-29,4979.9111328125,4979.9111328125,4905.787065035536,4905.787065035536,40998400
2016-06-30,5016.4521484375,5033.046718797039,4996.200981808135,4999.683756703671,54961500
2016-07-01,4971.3876953125,5039.490026978724,4971.3876953125,5027.421648715372,40459000
2016-07-11,5068.82177734375,5080.105517896826,5018.200700512046,5021.047757680587,42889500
2016-07-12,5099.3349609375,5119.928886888752,5075.362748352062,5091.967083309249,58326000
2016-07-13,5133.7333984375,5133.7333984375,5090.389869697561,5112.786947649029,58783300
2016-07-14,5083.34130859375,5130.83116034582,5080.831152338469,5125.485665173126,52550300
2016-07-15,5109.97900390625,5130.138862480881,5090.050581621294,5090.050581621294,49941000
2016-07-18,5127.3017578125,5131.505696033079,5092.955924333963,5107.717557809314,49213200
2016-07-19,5172.62841796875,5193.695467742234,5132.701751894003,5132.701751894003,52188500
2016-07-20,5242.619140625,5242.619140625,5185.392364626992,5185.392364626992,51072100
2016-07-21,5216.77001953125,5268.662041984045,5213.785760729121,5246.095537841898,63172100
2016-07-22,5197.048828125,5215.32790228422,5179.421584080441,5214.966099950914,40604200
2016-07-25,5220.5986328125,5226.903563279163,5197.602945506034,5201.245870172012,37450800
2016-07-26,5224.19140625,5231.296109812356,5200.420360072191,5218.062738865306,50637700
2016-07-27,5274.15576171875,5301.724025703099,5245.199856378383,5245.199856378383,49296300
2016-07-28,5299.0068359375,5299.0068359375,5255.261466686854,5278.291821139323,55657300
2016-07-29,5215.791015625,5333.913368565125,5215.791015625,5300.692494357964,68556100
2016-08-01,5361.36767578125,5368.043197429545,5279.380629767852,5280.0046289388965,62344100
2016-08-02,5373.11376953125,5386.353976013575,5356.21940863237,5356.696929078574,63205300
2016-08-03,5351.669921875,5383.28783358029,5331.118962833743,5367.375366125917,59763500
2016-08-04,5373.6533203125,5389.398800281276,5357.406395047025,5364.799661534473,56277200
2016-08-05,5420.03515625,5427.306845905865,5377.209674499117,5379.902440795504,57902200
2016-08-08,5458.7666015625,5458.7666015625,5427.05689789715,5434.99457732077,61349000
2016-08-09,5440.0810546875,5476.006901318258,5428.46676101939,5459.681365391621,69806100
2016-08-10,5423.73828125,5456.911795768643,5405.680878061355,5439.546260203454,88003800
2016-08-11,5418.876953125,5455.587438179607,5397.101921842843,5437.880119649689,88527100
2016-08-12,5376.986328125,5448.85169250979,5366.131770520076,5432.620391243069,46370500
2016-08-15,5320.353515625,5396.738719826173,5296.38521222356,5389.808814344769,56913800
2016-08-16,5371.63671875,5377.212184922549,5338.432935441655,5341.725775783862,43406600
2016-08-18,5461.23779296875,5461.23779296875,5385.912597569813,5387.556576599763,51925600
2016-08-19,5415.82470703125,5470.766419751245,5415.82470703125,5467.800714680716,46129700
2016-08-22,5426.9638671875,5434.980645431762,5398.585087413275,5425.685108297085,64659600
2016-08-23,5416.9296875,5438.288720976883,5350.858035651975,5433.824050680561,59172200
2016-08-24,5403.78173828125,5418.238206526933,5385.033444992351,5406.59461701549,55692400
2016-08-25,5453.904296875,5453.904296875,5412.317533842337,5413.780855890509,48041800
2016-08-26,5438.619140625,5456.425575709179,5419.531017200149,5453.855363356684,63101200
2016-08-29,5370.5546875,5426.007602744231,5347.842194469888,5424.934402415745,54184900
2016-08-30,5362.107421875,5388.428664044903,5336.503436972063,5368.3571788642175,56546900
2016-08-31,5385.87255859375,5398.950174966223,5353.082818259602,5354.914778259211,49524600
2016-09-01,5334.33935546875,5376.433909288507,5319.877027465534,5368.3072723106025,47156400
2016-09-02,5353.2529296875,5359.700921329649,5322.835166297937,5323.366395656309,46566900
2016-09-05,5356.74560546875,5396.706940712384,5347.384641692653,5378.415660460966,49406800
2016-09-06,5371.88671875,5372.998491803502,5342.34978458289,5362.835802152392,41155400
2016-09-07,5381.14453125,5392.876984695196,5357.3134276771025,5382.00729063398,37206200
2016-09-08,5370.86865234375,5383.3261742925315,5364.40064288794,5382.853048213972,41376500
2016-09-09,5281.7109375,5358.297793377161,5281.7109375,5355.133854311495,43296700
2016-09-13,5215.36376953125,5268.333874450702,5211.663230063991,5265.90379331486,43786000
2016-09-14,5145.837890625,5189.156029581107,5127.968468635171,5188.196105988779,50757500
2016-09-15,5265.61376953125,5270.283509535424,5158.526143362752,5160.547060748498,45898400
2016-09-16,5267.56396484375,5304.883312698764,5252.050408665171,5287.216031775788,47385800
2016-09-19,5321.63330078125,5331.766206425197,5285.930103200064,5288.91582661416,33639200
2016-09-20,5302.287109375,5336.04361004766,5298.0719411513965,5323.091964930167,54051100
2016-09-21,5342.3837890625,5347.791781625184,5274.979675186914,5295.676623249357,46464800
2016-09-22,5380.052734375,5411.401123198715,5368.352018068048,5382.111247976657,47353800
2016-09-23,5388.69873046875,5388.69873046875,5355.716614131413,5375.502954360195,43903000
2016-09-26,5351.93115234375,5375.669975805911,5336.810646266368,5374.951253739718,37701800
2016-09-27,5419.39306640625,5419.39306640625,5295.452089744499,5336.3381936587675,50958300
2016-09-28,5425.1259765625,5432.772651903889,5382.0265781167,5390.551637273883,67191800
2016-09-29,5431.7451171875,5474.093562661822,5431.7451171875,5442.611880731671,69425300
2016-09-30,5364.59521484375,5437.753985947996,5364.59521484375,5412.172951238525,53630200
2016-10-03,5463.70263671875,5463.70263671875,5403.649795501636,5403.649795501636,53888800
2016-10-04,5472.103515625,5482.628007577285,5460.496058089317,5475.419304298067,53748000
2016-10-05,5420.43701171875,5459.952563806089,5399.0120642253005,5457.785655944285,65033700
2016-10-06,5409.1337890625,5447.045888262889,5389.876237520747,5428.241932354671,71799300
2016-10-07,5376.939453125,5408.986056228756,5363.2612750564895,5403.624448697868,59414300
2016-10-10,5360.61962890625,5396.937064031135,5352.60871001441,5370.794037869995,64774600
2016-10-11,5381.78759765625,5385.548193471939,5344.863741856473,5372.477901419201,84864400
2016-10-12,5364.40185546875,5380.351429423672,5350.183659375953,5364.143076487666,55480600
2016-10-13,5340.19189453125,5384.345448127165,5339.275914584928,5368.007705598437,52638100
2016-10-14,5399.67431640625,5408.559224028306,5331.87227145218,5338.490177585573,55367700
2016-10-17,5410.0927734375,5422.138203315326,5386.011678926987,5390.751240654756,61546400
2016-10-18,5429.83642578125,5446.617022382055,5422.705844055279,5424.457728965768,62742900
2016-10-19,5409.07763671875,5445.587934974488,5401.9436369352015,5436.068285821121,116737500
2016-10-20,5403.529296875,5423.132717980228,5395.136479983476,5409.629213183442,201336300
2016-10-21,5409.08251953125,5416.7912749636525,5395.262617469005,5407.0733018593255,79093700
2016-10-24,5420.83740234375,5433.179810018519,5411.720485020256,5415.316569857849,81119800
2016-10-25,5397.66064453125,5436.0437829928205,5397.66064453125,5425.945938078957,85020700
2016-10-26,5399.5888671875,5406.4906071940895,5381.614070239315,5387.610063679776,198835200
2016-10-27,5416.8359375,5427.52685546875,5403.85888671875,5405.69580078125,333149600
2016-10-28,5410.26904296875,5426.26416015625,5402.42919921875,5414.5087890625,109309200
2016-10-31,5422.5419921875,5429.06787109375,5406.0068359375,5413.56884765625,135128600
2016-11-01,5416.0068359375,5439.02783203125,5415.02978515625,5430.7451171875,80147600
2016-11-02,5405.455078125,5420.35888671875,5393.5068359375,5415.02197265625,95507600
2016-11-03,5329.501953125,5402.046875,5329.501953125,5395.87109375,71645500
2016-11-04,5362.66015625,5362.66015625,5303.35986328125,5310.7822265625,63398900
2016-11-07,5386.2080078125,5395.3251953125,5341.86181640625,5361.02392578125,83980500
2016-11-08,5470.68115234375,5476.07177734375,5407.38916015625,5407.38916015625,9734142100
2016-11-09,5414.32080078125,5491.701171875,5345.1279296875,5478.0341796875,107152200
2016-11-10,5450.30615234375,5482.10595703125,5443.73388671875,5444.041015625,86519300
2016-11-11,5231.97119140625,5380.68505859375,5231.97119140625,5380.64111328125,9788202500
2016-11-14,5115.73876953125,5196.7841796875,5043.35107421875,5194.9267578125,91613700
2016-11-15,5078.5009765625,5169.35693359375,5073.419921875,5121.47802734375,76584600
2016-11-16,5185.46484375,5201.1728515625,5112.49609375,5112.49609375,80425400
2016-11-17,5193.01513671875,5202.31494140625,5162.81201171875,5180.48193359375,75311800
2016-11-18,5170.10888671875,5196.9091796875,5139.205078125,5195.076171875,71630400
2016-11-21,5148.31884765625,5158.76318359375,5130.44287109375,5150.826171875,91116600
2016-11-22,5204.673828125,5204.673828125,5140.51904296875,5140.658203125,97703800
2016-11-23,5211.99609375,5211.99609375,5182.34521484375,5192.34619140625,86828200
2016-11-24,5107.623046875,5194.244140625,5102.4208984375,5179.22216796875,78976000
2016-11-25,5122.10400390625,5129.7529296875,5096.6708984375,5097.10791015625,84213300
2016-11-28,5114.57177734375,5120.86181640625,5091.60986328125,5111.423828125,121168300
2016-11-29,5136.6669921875,5164.580078125,5108.751953125,5108.751953125,124696800
2016-11-30,5148.91015625,5182.14208984375,5146.52490234375,5148.908203125,116497500
2016-12-01,5198.7548828125,5211.921875,5168.06884765625,5168.6337890625,109410600
2016-12-02,5245.9560546875,5250.2919921875,5199.14208984375,5207.91796875,77029900
2016-12-05,5268.30810546875,5280.32177734375,5239.89697265625,5239.89697265625,69209000
2016-12-06,5272.96484375,5288.9140625,5259.19384765625,5279.98388671875,66277100
2016-12-07,5265.3681640625,5273.51513671875,5229.7978515625,5272.10009765625,60338200
2016-12-08,5303.73388671875,5303.73388671875,5263.43505859375,5268.23876953125,65715900
2016-12-09,5308.1259765625,5308.1259765625,5284.76611328125,5297.5498046875,49814700
2016-12-13,5293.619140625,5300.7177734375,5264.73779296875,5296.19189453125,53794200
2016-12-14,5262.81689453125,5306.3369140625,5259.68115234375,5287.19287109375,51760500
2016-12-15,5254.36181640625,5266.06103515625,5210.6328125,5230.56494140625,64359300
2016-12-16,5231.65185546875,5263.005859375,5231.65185546875,5260.1259765625,58386700
2016-12-19,5191.912109375,5240.4267578125,5190.93310546875,5224.07080078125,60026700
2016-12-20,5162.47705078125,5194.72900390625,5142.39306640625,5179.18212890625,71959000
2016-12-21,5111.39208984375,5188.94580078125,5111.39208984375,5179.02587890625,54114100
2016-12-22,5042.8701171875,5120.35693359375,5032.9140625,5114.39697265625,52470700
2016-12-23,5027.7041015625,5078.23095703125,5022.84814453125,5036.2880859375,51530100
2016-12-27,5102.9541015625,5112.77587890625,5028.19921875,5028.35595703125,56151600
2016-12-28,5209.44482421875,5213.27001953125,5139.76904296875,5140.13623046875,52440100
2016-12-29,5302.56591796875,5311.615234375,5200.26513671875,5205.27099609375,54184200
2016-12-30,5296.7109375,5334.787109375,5296.7109375,5307.365234375,60042700
2017-01-03,5275.97119140625,5292.18115234375,5246.85205078125,5290.38818359375,33217000
2017-01-04,5301.18310546875,5312.9560546875,5249.23388671875,5270.01611328125,53111300
2017-01-05,5325.50390625,5328.490234375,5302.6328125,5302.6328125,77219400
2017-01-06,5347.02197265625,5350.2451171875,5318.384765625,5321.7451171875,71615300
2017-01-09,5316.36376953125,5360.06103515625,5307.5849609375,5350.8798828125,97010200
2017-01-10,5309.923828125,5331.1328125,5292.06298828125,5330.01513671875,70792500
2017-01-11,5301.23681640625,5322.97900390625,5301.23681640625,5316.15185546875,84703100
2017-01-12,5292.75,5322.419921875,5292.75,5301.0361328125,100764000
2017-01-13,5272.98291015625,5310.419921875,5272.98291015625,5299.05078125,70293600
2017-01-16,5270.01123046875,5291.49609375,5270.01123046875,5283.6181640625,73077600
2017-01-17,5266.93798828125,5287.1240234375,5265.60205078125,5266.9228515625,86901800
2017-01-18,5294.7841796875,5294.7841796875,5273.2939453125,5273.2939453125,113444600
2017-01-19,5298.9482421875,5309.9521484375,5288.5771484375,5302.2109375,85392800
2017-01-20,5254.31103515625,5293.0810546875,5243.74609375,5290.56298828125,153081800
2017-01-23,5250.9677734375,5265.44287109375,5228.2861328125,5250.634765625,147556800
2017-01-24,5292.087890625,5297.4912109375,5267.73388671875,5267.73388671875,147150800
2017-01-25,5293.7822265625,5310.6689453125,5287.1259765625,5302.8740234375,269423400
2017-01-26,5317.6328125,5327.509765625,5291.43603515625,5305.11376953125,190768100
2017-01-27,5312.83984375,5321.68017578125,5297.2548828125,5304.9638671875,142739500
2017-01-30,5302.662109375,5331.51611328125,5302.662109375,5321.55419921875,193337900
2017-01-31,5294.10302734375,5321.35498046875,5294.10302734375,5316.6689453125,191451600
2017-02-01,5327.1611328125,5341.48095703125,5317.4951171875,5319.94384765625,256731400
2017-02-02,5353.712890625,5353.712890625,5326.98681640625,5327.02001953125,165664500
2017-02-03,5360.76708984375,5366.44384765625,5354.58984375,5355.27197265625,13055400
2017-02-06,5395.9951171875,5395.9951171875,5369.44189453125,5369.52197265625,153355200
2017-02-07,5381.47509765625,5396.09912109375,5380.59814453125,5387.64794921875,171422900
2017-02-08,5361.087890625,5382.0732421875,5349.462890625,5380.10986328125,325033400
2017-02-09,5372.0771484375,5384.9560546875,5363.46923828125,5366.34423828125,258337100
2017-02-10,5371.6689453125,5400.171875,5371.6689453125,5378.916015625,167200000
2017-02-13,5409.55615234375,5418.3759765625,5388.67822265625,5396.56298828125,182414000
2017-02-14,5380.669921875,5409.35498046875,5370.494140625,5402.55810546875,142907500
2017-02-16,5377.998046875,5395.27880859375,5357.7119140625,5389.06884765625,218393700
2017-02-17,5350.93212890625,5370.3310546875,5340.85791015625,5366.85400390625,179271900
2017-02-20,5359.2880859375,5373.091796875,5351.01806640625,5358.5517578125,107921200
2017-02-21,5340.990234375,5375.69580078125,5336.8349609375,5363.61376953125,209661500
2017-02-22,5358.68310546875,5360.4140625,5331.43115234375,5353.10693359375,189512900
2017-02-23,5372.748046875,5373.63818359375,5347.85791015625,5348.35888671875,174887600
2017-02-24,5385.90576171875,5391.259765625,5370.7890625,5371.01708984375,116360700
2017-02-27,5382.8740234375,5393.662109375,5368.4228515625,5387.81689453125,102443500
2017-02-28,5386.69189453125,5405.7900390625,5386.69189453125,5390.3427734375,82270600
2017-03-01,5363.05615234375,5392.7919921875,5350.91015625,5389.16796875,80795600
2017-03-02,5408.25390625,5431.1728515625,5394.72705078125,5394.72705078125,74167000
2017-03-03,5391.21484375,5410.90283203125,5384.7890625,5402.580078125,106883400
2017-03-06,5409.81689453125,5409.81689453125,5386.8251953125,5398.0517578125,102030600
2017-03-07,5402.615234375,5427.9072265625,5386.32080078125,5416.02099609375,96160400
2017-03-08,5393.76416015625,5415.23095703125,5390.0068359375,5407.52978515625,72878500
2017-03-09,5402.38623046875,5405.587890625,5386.9970703125,5393.93896484375,69424400
2017-03-10,5390.6767578125,5415.72216796875,5369.7529296875,5414.9150390625,79484800
2017-03-13,5409.3720703125,5409.3720703125,5386.3427734375,5389.201171875,70965500
2017-03-14,5431.5849609375,5449.76318359375,5412.9619140625,5415.9501953125,82241800
2017-03-15,5432.380859375,5447.48583984375,5424.51611328125,5433.68017578125,75739600
2017-03-16,5518.2412109375,5518.2412109375,5458.419921875,5461.912109375,79972200
2017-03-17,5540.43212890625,5557.97509765625,5499.38720703125,5539.81884765625,87948800
2017-03-20,5533.9921875,5566.93212890625,5510.27490234375,5552.39404296875,83916000
2017-03-21,5543.0927734375,5554.44384765625,5525.97705078125,5541.0458984375,78762300
2017-03-22,5534.0927734375,5534.0927734375,5486.85107421875,5512.72900390625,81597500
2017-03-23,5563.7587890625,5576.66796875,5532.64794921875,5539.63818359375,71128500
2017-03-24,5567.1337890625,5581.18310546875,5546.83203125,5565.6240234375,64734100
2017-03-27,5541.2021484375,5567.43115234375,5531.326171875,5557.9248046875,62855600
2017-03-29,5592.509765625,5592.77490234375,5552.783203125,5552.783203125,72492200
2017-03-30,5592.9521484375,5592.9521484375,5555.3671875,5581.1162109375,98370200
2017-03-31,5568.10595703125,5606.02490234375,5568.10595703125,5589.52392578125,73764600
2017-04-03,5606.7890625,5616.94287109375,5581.31396484375,5583.34521484375,81392100
2017-04-04,5651.8232421875,5654.39892578125,5608.52392578125,5611.6650390625,106415400
2017-04-05,5676.97998046875,5676.97998046875,5644.7919921875,5668.001953125,83898800
2017-04-06,5680.23876953125,5680.23876953125,5645.30615234375,5668.30615234375,68797100
2017-04-07,5653.48583984375,5677.7177734375,5643.35009765625,5674.01123046875,64404200
2017-04-10,5644.298828125,5677.07080078125,5628.98486328125,5662.6689453125,72743800
2017-04-11,5627.93310546875,5658.72705078125,5621.7861328125,5647.90380859375,95131900
2017-04-12,5644.15478515625,5650.03515625,5631.7470703125,5633.97509765625,84273900
2017-04-13,5616.544921875,5660.384765625,5613.5439453125,5658.19921875,62159000
2017-04-17,5577.48681640625,5631.509765625,5577.48681640625,5624.6171875,60945800
2017-04-18,5606.51708984375,5626.52392578125,5597.1689453125,5597.666015625,69950500
2017-04-20,5595.30615234375,5619.36083984375,5590.03076171875,5609.89208984375,73938500
2017-04-21,5664.47509765625,5664.47509765625,5599.4951171875,5600.419921875,53480800
2017-04-25,5680.7958984375,5696.38916015625,5653.67578125,5690.89404296875,59697700
2017-04-26,5726.52978515625,5726.52978515625,5679.59423828125,5687.080078125,65935900
2017-04-27,5707.02783203125,5718.89501953125,5697.791015625,5708.23095703125,68662300
2017-04-28,5685.2978515625,5724.5078125,5684.58984375,5715.0849609375,57985100
2017-05-02,5675.80810546875,5714.34423828125,5675.80810546875,5703.8671875,57814800
